"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pd2d4- Nb8c6- Pd4- Pd7d6d5- Pb2b4- Qd8d7- Bc1b2- Qd7a4- Pf2f4- Ng8f6- Pe2e3- Pd5d4- Pc2c4- Pd4e3x Pg2g3- Pd5c4x Ng1f3- Bc8g4- Bf1g2- Nc6b4x Nb1c3- Qa4d1$ Bg2f1- Qd1c2- Ra1c1- Qc2d3- Rc1d1- Qd3c2- Rd1c1- Qc2f5- Nf3d4- Qf5e4+ Ke1f2- Qe4h4+ Kf2g2- Qh4g5+ Kg2g1- Nf6h5- Nd4c6- Nh5g3x Nc6d4- Ng3h1x Rc1h1x Qg5f5- Pb4b5- Qf5c8- Ph2h3- Qc8h3$ Kg1g2- Qh3h1$ Kg2h1x Nh1g3- Nd4f3- Ng3e2- Nf3e5- Ne2d4- Ne5g4x Pc7c5- Ng4e5- Pc5d4- Nc3e4- Pd4d3- Ne4d6+ Ke8d8- Nd6f5- Bf8b4- Nf5e7x Pd3d2- Ne7g8- Qd2d1- Ng8f6- Qd1f3+ Kh1h2- Qf3f7x Pg7g6- Ph7g6x Nf6h5- Qf7h5x Pb5b6- Qh5g5+","2","syntax","Pd2d4- Nb8c6- Pd4-","75 6 32 34 76 5 22 28 76 6 34 76 6 37 36 35 76 6 16 18 76 2 38 37 76 4 23 16 76 2 37 10 76 6 48 50 76 5 62 52 76 6 40 41 76 6 35 34 76 6 24 26 76 6 34 41 81 6 56 57 76 6 35 26 81 5 55 49 76 4 30 58 76 4 47 56 76 5 28 18 81 5 15 25 76 2 10 31 79 4 56 47 76 2 31 24 76 3 7 23 76 2 24 33 76 3 23 31 76 2 33 24 76 3 31 23 76 2 24 51 76 5 49 34 76 2 51 42 77 1 39 48 76 2 42 66 77 1 48 56 76 2 66 59 77 1 56 55 76 5 52 67 76 5 34 28 76 5 67 57 81 5 28 34 76 5 57 63 81 3 23 63 81 2 59 51 76 6 18 19 76 2 51 30 76 6 64 65 76 2 30 65 79 1 55 56 76 2 65 63 79 1 56 63 81 5 63 57 76 5 34 49 76 5 57 40 76 5 49 43 76 5 40 34 76 5 43 58 81 6 29 27 76 5 58 43 76 6 27 34 76 5 25 42 76 6 34 33 76 5 42 36 77 1 46 38 76 5 36 51 76 4 54 18 76 5 51 45 81 6 33 32 76 5 45 62 76 2 32 31 76 5 62 52 76 2 31 49 77 1 63 64 76 2 49 53 81 6 61 60 76 6 69 60 81 5 52 67 76 2 53 67 81 6 19 20 76 2 67 59 77"
"Pd2d3- Pc7c5- Pg2g3- Pd7d6- Ph2h4- Bc8f5- Ph4h5- Pe7e5- Ph5h6- Pg7g6- Pf2f3- Ng8f6- Pe2e4- Nb8c6- Pc2c3- Pa7a6- Pa2a3- Bf8e7- Pb2b4- Bf5d7- Pb4b5- Nc6d4- Pc3d4x Pc5d4x Pf3f4- Nf6e4x Pg3g4- Ne4f6- Qd1d8$ Ra8d8x Ke1d1- Nf6g4x Bf1e2- Ng4f6- Ng1f3- Bd7b5x Pf4e5x Ng4e5x Bc1e3- Ne5f3+ Kd1e2- Nf3h4x Ra1d1- Nh4g2- Be2f3- Bb5c4- Bf3g2x Pd6d5- Nb1d2- Rd8d7- Bf3d5x Pb7b6- Rh1f1- Rd7d5x Rf1h1- Rd5a5- Pa3a4- Pb6b5- Pa4b5x Pa6a5- Pb5b6- Ra5b5- Be3f2- Rb5b6x Rh1c1- Rb6b3- Rc1c6- Pa5a4- Rc6d6- Rb3b2+ Ke2f1- Rb2b5- Rd6d4x Rb5a5- Rd4d2x Ra5a8- Rd2c2- Ra8a3- Rc2b2- Ra3a2+","28","path obstruction","Pd2d3- Pc7c5- Pg2g3- Pd7d6- Ph2h4- Bc8f5- Ph4h5- Pe7e5- Ph5h6- Pg7g6- Pf2f3- Ng8f6- Pe2e4- Nb8c6- Pc2c3- Pa7a6- Pa2a3- Bf8e7- Pb2b4- Bf5d7- Pb4b5- Nc6d4- Pc3d4x Pc5d4x Pf3f4- Nf6e4x Pg3g4- Ne4f6- Qd1d8$","75 6 32 33 76 6 29 27 76 6 56 57 76 6 37 36 76 6 64 66 76 4 30 51 76 6 66 67 76 6 45 43 76 6 67 68 76 6 61 60 76 6 48 49 76 5 62 52 76 6 40 42 76 5 22 28 76 6 24 25 76 6 13 12 76 6 8 9 76 4 54 45 76 6 16 18 76 4 51 37 76 6 18 19 76 5 28 34 76 6 25 34 81 6 27 34 81 6 49 50 76 5 52 42 81 6 57 58 76 5 42 52 76 2 31 38 79 3 14 38 81 1 39 31 76 5 52 58 81 4 47 40 76 5 58 52 76 5 55 49 76 4 37 19 81 6 50 43 81 5 58 43 81 4 23 41 76 5 43 49 77 1 31 40 76 5 49 66 81 3 7 31 76 5 66 56 76 4 40 49 76 4 19 26 76 4 49 56 81 6 36 35 76 5 15 32 76 3 38 37 76 4 49 35 81 6 21 20 76 3 63 47 76 3 37 35 81 3 47 63 76 3 35 11 76 6 9 10 76 6 20 19 76 6 10 19 81 6 12 11 76 6 19 20 76 3 11 19 76 4 41 48 76 3 19 20 81 3 63 23 76 3 20 17 76 3 23 28 76 6 11 10 76 3 28 36 76 3 17 16 77 1 40 47 76 3 16 19 76 3 36 34 81 3 19 11 76 3 34 32 81 3 11 14 76 3 32 24 76 3 14 9 76 3 24 16 76 3 9 8 77"
"Pf2f3- Pc7c5- Pe2e3- Pb7b6- Pc2c3- Bc8b7- Ph2h3- Nb8c6- Bf1e2- Pe7e6- Pa2a3- Bf8e7- Pb2b4- Pd7d5- Nb1d2- Be7f6- Pa3a4- Pd5d4- Pb4b5- Nc6e7- Pc3c4- Pa7a6- Pe3d4x Bf6d4x Nd2b3- Ng8f6- Ng1f3- Pg7g6- Qd1d2- Pe6e5- Bc1b2- Nf6e4- Ra1b1- Ne4d2x Bb2c1- Bb7f3x Pg2f3x Nd2f3$ Ke1e2- Nf3d2- Be2c4- Nd2f1- Qd2d1- Nf1e3+ Ke2e3x Pd4e3x Qd1c1- Be7g5- Ke3f2- Nf3d4- Qc1d1- Ke8g8- Rb1d1- Rf8e8- Nb3d4x Pc5d4x Rh1e1- Bg5d2- Re1e8$ Qd8e8x Nb3d4x Qe8e1+ Kf2g2- Qe1e8- Bc1d2- Qe8e2- Pc4c5- Qe2f3+ Kg2g1- Qf3d5- Qd1d5x Qd5f5- Qd5f5$ Kg8g7- Pe3e4- Qf5e4x Bd2e3- Qe4f5- Be3d4x Bg5e3-","14","path obstruction","Pf2f3- Pc7c5- Pe2e3- Pb7b6- Pc2c3- Bc8b7- Ph2h3- Nb8c6- Bf1e2- Pe7e6- Pa2a3- Bf8e7- Pb2b4- Pd7d5- Nb1d2-","75 6 48 49 76 6 29 27 76 6 40 41 76 6 21 20 76 6 24 25 76 4 30 21 76 6 64 65 76 5 22 28 76 4 47 40 76 6 45 44 76 6 8 9 76 4 54 45 76 6 16 18 76 6 37 35 76 5 15 32 76 4 45 52 76 6 9 10 76 6 35 34 76 6 18 19 76 5 28 45 76 6 25 26 76 6 13 12 76 6 41 34 81 4 52 34 81 5 32 17 76 5 62 52 76 5 55 49 76 6 61 60 76 2 31 32 76 6 44 43 76 4 23 16 76 5 52 42 76 3 7 15 76 5 42 32 81 4 16 23 76 4 21 49 81 6 56 49 81 5 32 49 79 1 39 40 76 5 49 32 76 4 40 26 76 5 32 47 76 2 32 31 76 5 47 41 77 1 40 41 81 6 34 41 81 2 31 23 76 4 45 59 76 1 41 48 76 5 49 34 76 2 23 31 76 1 46 62 76 3 15 31 76 3 54 46 76 5 17 34 81 6 27 34 81 3 63 39 76 4 59 32 76 3 39 46 79 2 38 46 81 5 17 34 81 2 46 39 77 1 48 56 76 2 39 46 76 4 23 32 76 2 46 40 76 6 26 27 76 2 40 49 77 1 56 55 76 2 49 35 76 2 31 35 81 2 35 51 76 2 35 51 79 1 62 61 76 6 41 42 76 2 51 42 81 4 32 41 76 2 42 51 76 4 41 34 81 4 59 41 76"
"Pc2c4- Pd7d6- Pb2b4- Pe7e5- Bc1b2- Qd8e7- Bb2e5x Qe7e5x Ng1f3- Bc8e6- Pg2g3- Pf7f6- Pd2d4- Be6g4- Pd4e5x Qe5g5- Qd1a4+ Nb8c6- Nf3d4- Qg5g2- Ke1d2- Nc6d4x Pe2e3- Bg4d7- Nb1c3- Bf8b4x Qa4b4x Pa7a5- Kd2e3- Pa5b4x Pa2a3- Nd4b5- Pa3b4x Ra8a6- Pb4a5- Ra6b6- Pa5a6- Rb6b1- Qb4b7x Qg2h1x Ra1b1x Nb5c3x Ke3d2- Rh1b1x Rb1a1- Rb1b2+ Kd2c3x Rb2c2+ Kc3d4- Rc2f2x Kd4c4- Rf2f1x Ph2h3- Rf1g1- Ra1b1- Rg1b1- Rb1b3- Rb1b3x Rb3b4- Rb3a3- Rb4b5- Ra3a8- Rb5a5- Ra8a6x Ph3h4- Ra6a5x Ph4h5- Ra5a4+ Kc4b4- Ra4f4- Kb4b3- Rf4f3- Kb3c2- Rf3e3+ Kc2d3- Pf6f5- Pg3g4- Re3d3x Pg4f5x Pf5f6-","15","pseudolegal","Pc2c4- Pd7d6- Pb2b4- Pe7e5- Bc1b2- Qd8e7- Bb2e5x Qe7e5x Ng1f3- Bc8e6- Pg2g3- Pf7f6- Pd2d4- Be6g4- Pd4e5x Qe5g5-","75 6 24 26 76 6 37 36 76 6 16 18 76 6 45 43 76 4 23 16 76 2 38 45 76 4 16 43 81 2 45 43 81 5 55 49 76 4 30 44 76 6 56 57 76 6 53 52 76 6 32 34 76 4 44 58 76 6 34 43 81 2 43 59 76 2 31 10 77 5 22 28 76 5 49 34 76 2 59 56 76 1 39 32 76 5 28 34 81 6 40 41 76 4 58 37 76 5 15 25 76 4 54 18 81 2 10 18 81 6 13 11 76 1 32 41 76 6 11 18 81 6 8 9 76 5 34 19 76 6 9 18 81 3 14 12 76 6 18 11 76 3 12 20 76 6 11 12 76 3 20 15 76 2 18 21 81 2 56 63 81 3 7 15 81 5 19 25 81 1 41 32 76 3 63 15 81 3 15 7 76 3 15 16 77 1 32 25 81 3 16 24 77 1 25 34 76 3 24 48 81 1 34 26 76 3 48 47 81 6 64 65 76 3 47 55 76 3 7 15 76 3 55 15 76 3 15 17 76 3 15 17 81 3 17 18 76 3 17 9 76 3 18 19 76 3 9 14 76 3 19 11 76 3 14 12 81 6 65 66 76 3 12 11 81 6 66 67 76 3 11 10 77 1 26 18 76 3 10 50 76 1 18 17 76 3 50 49 76 1 17 24 76 3 49 41 77 1 24 33 76 6 52 51 76 6 57 58 76 3 41 33 81 6 58 51 81 6 51 52 76"
"Pe2e4- Ng8f6- Nb1c3- Nb8c6- Pf2f3- Nf6e4x Pd2d4- Pd7d6- Pd4d5- Nc6e5- Pd5d6x Qd8d6x Qd1d6x Ke8d7- Bf1c4- Bc8e6- Bc4e6x Be6c4- Qd6d5- Bc4d3- Qd5d3x Bd3b5- Qd3b5x Ra8d8- Qb5a6- Rd8b8- Ra1b1- Rb8b1x Rb1b8$ Kd7c8- Pg2g3- Be6c4- Rb8c7x Rd8d4- Rc7b7x Rd4e4x Rb7a7x Re4c4- Ra7b7- Rc4c5- Rb7e7$ Kc8d8- Re7d7+ Bf8e7- Rd7e7$ Kd8e7x Re7f7x Kd8c8- Ke1d2- Rc5d5+ Kd2d3- Rd5f5+ Kd3c4- Rf5f6- Rf7h7x Rf6f5- Rh7h6- Rf5a5- Rh6a5x Rf5f6- Ra5d5- Pg7g6- Rd5e5x Kc8d8- Re5d5- Rf6g6- Rd5d1- Rg6g2- Rd1d8$ Kd8e7- Rd8f8+ Ke7f7- Rf8g8- Rg2b2$ Kc4c5- Rb2a2- Kc5b6- Ra2a3+ Kb6c6- Ra3a2-","10","path obstruction","Pe2e4- Ng8f6- Nb1c3- Nb8c6- Pf2f3- Nf6e4x Pd2d4- Pd7d6- Pd4d5- Nc6e5- Pd5d6x","75 6 40 42 76 5 62 52 76 5 15 25 76 5 22 28 76 6 48 49 76 5 52 42 81 6 32 34 76 6 37 36 76 6 34 35 76 5 28 43 76 6 35 36 81 2 38 36 81 2 31 36 81 1 46 37 76 4 47 26 76 4 30 44 76 4 26 44 81 4 44 26 76 2 36 35 76 4 26 33 76 2 35 33 81 4 33 19 76 2 33 19 81 3 14 38 76 2 19 12 76 3 38 22 76 3 7 15 76 3 22 15 81 3 15 22 79 1 37 30 76 6 56 57 76 4 44 26 76 3 22 29 81 3 38 34 76 3 29 21 81 3 34 42 81 3 21 13 81 3 42 26 76 3 13 21 76 3 26 27 76 3 21 45 79 1 30 38 76 3 45 37 77 4 54 45 76 3 37 45 79 1 38 45 81 3 45 53 81 1 38 30 76 1 39 32 76 3 27 35 77 1 32 33 76 3 35 51 77 1 33 26 76 3 51 52 76 3 53 69 81 3 52 51 76 3 69 68 76 3 51 11 76 3 68 11 81 3 51 52 76 3 11 35 76 6 61 60 76 3 35 43 81 1 30 38 76 3 43 35 76 3 52 60 76 3 35 31 76 3 60 56 76 3 31 38 79 1 38 45 76 3 38 54 77 1 45 53 76 3 54 62 76 3 56 16 79 1 26 27 76 3 16 8 76 1 27 20 76 3 8 9 77 1 20 28 76 3 9 8 76"
"Pd2d4- Nb8c6- Ph2h4- Pe7e5- Pe2e4- Pd7d6- Pf2f3- Bc8f5- Bf1b5- Pe4f3x Qd1f3x Qd8g5- Qf3c6$ Qg5g2$ Ke1e2- Pf3g2$ Ke2f3- Ng8f6- Ph4h5- Pg7g6- Bb5c6$ Pb7c6x Nb1c3- Qg2g4+ Kf3f2- Bf5g4+ Kf2e1- Bg4h5x Pd4d5- Qg4g3+ Ke1f1- Qg3f3+ Kf1e1- Pg6g5- Bc1g5x Nf6g4+ Ke1d1- Ng4f2+ Kd1c1- Nf2h1$ Kc1b1- Rh8g8- Bg5d8- Rg8d8x Ra1h1x Kd8d7- Rh1h5x Bf8h6- Rh5h1- Ph7h6- Nc3e4- Ph6h5- Ne4f6- Ph5h4- Nf6h7- Ph4h3- Nh7f8+ Kd7e6- Nf8e6x Bh6g5- Ne6g5x Pf7f6- Ng5f7- Ng4h2- Nf7g5+ Ke6d6- Ng5e4- Rg8h8- Kb1a2- Rh8h3- Ne4c3- Rh3f3- Nc3e4- Rf3e3+ Ne4c5- Re3e2+ Ka2a3- Re2c2$ Ka3a4- Rc2b2x","9","pseudolegal","Pd2d4- Nb8c6- Ph2h4- Pe7e5- Pe2e4- Pd7d6- Pf2f3- Bc8f5- Bf1b5- Pe4f3x","75 6 32 34 76 5 22 28 76 6 64 66 76 6 45 43 76 6 40 42 76 6 37 36 76 6 48 49 76 4 30 51 76 4 47 19 76 6 42 49 81 2 31 49 81 2 38 59 76 2 49 28 79 2 59 56 79 1 39 40 76 6 49 56 79 1 40 49 76 5 62 52 76 6 66 67 76 6 61 60 76 4 19 28 79 6 21 28 81 5 15 25 76 2 56 58 77 1 49 48 76 4 51 58 77 1 48 39 76 4 58 67 81 6 34 35 76 2 58 57 77 1 39 47 76 2 57 49 77 1 47 39 76 6 60 59 76 4 23 59 81 5 52 58 77 1 39 31 76 5 58 48 77 1 31 23 76 5 48 63 79 1 23 15 76 3 70 62 76 4 59 38 76 3 62 38 81 3 7 63 81 1 38 37 76 3 63 67 81 4 54 68 76 3 67 63 76 6 69 68 76 5 25 42 76 6 68 67 76 5 42 52 76 6 67 66 76 5 52 69 76 6 66 65 76 5 69 54 77 1 37 44 76 5 54 44 81 4 68 59 76 5 44 59 81 6 53 52 76 5 59 53 76 5 58 64 76 5 53 59 77 1 44 36 76 5 59 42 76 3 62 70 76 1 15 8 76 3 70 65 76 5 42 25 76 3 65 49 76 5 25 42 76 3 49 41 77 5 42 27 76 3 41 40 77 1 8 9 76 3 40 24 79 1 9 10 76 3 24 16 81"
"Ph2h4- Pc7c6- Ph4h5- Pd7d5- Ph5h6- Pe7e6- Pe2e3- Pf7f5- Pg2g4- Pf5g4x Pf2f3- Pg4g3- Pd2d3- Pg3g2- Pb2b3- Pg7g6- Pc2c3- Pc6c5- Pf3f4- Pa7a6- Pa2a4- Pb7b5- Pa4b5x Pa6b5x Pc3c4- Pb5c4x Pd3c4x Pb7b6- Pe3e4- Nb8d7- Nb1c3- Nd7c5- Nc3b5- Bc8b7- Bc1b2- Ng8e7- Bf1g2x Qd8d7- Pe4d5x Ne7d5x Nb5c7+ Ke8d8- Nc7a8x Pc5c4x Bg2d5x Pe6d5x Qd1d5x Rh8f8- Ra1a5- Rf8a8x Rh1g1x Kd8c8- Rg1g2- Nd7c5- Rg2c2- Ra8a7- Rc2c5$ Kc8b7- Qd5c5x Rf8c5x Rc5a5- Pb6a5x Pb3b4- Ra7e7- Pb4a5x Re7e6- Pa5a6- Re6d6- Ra5a6+ Kb7b8- Ra6d6$ Kb8b7- Rd6d5- Rc8b8- Rd5e5- Pg6g5- Re5c5+ Kb7c7- Rc5c6- Rb8b6-","27","pseudolegal","Ph2h4- Pc7c6- Ph4h5- Pd7d5- Ph5h6- Pe7e6- Pe2e3- Pf7f5- Pg2g4- Pf5g4x Pf2f3- Pg4g3- Pd2d3- Pg3g2- Pb2b3- Pg7g6- Pc2c3- Pc6c5- Pf3f4- Pa7a6- Pa2a4- Pb7b5- Pa4b5x Pa6b5x Pc3c4- Pb5c4x Pd3c4x Pb7b6-","75 6 64 66 76 6 29 28 76 6 66 67 76 6 37 35 76 6 67 68 76 6 45 44 76 6 40 41 76 6 53 51 76 6 56 58 76 6 51 58 81 6 48 49 76 6 58 57 76 6 32 33 76 6 57 56 76 6 16 17 76 6 61 60 76 6 24 25 76 6 28 27 76 6 49 50 76 6 13 12 76 6 8 10 76 6 21 19 76 6 10 19 81 6 12 19 81 6 25 26 76 6 19 26 81 6 33 26 81 6 21 20 76 6 41 42 76 5 22 37 76 5 15 25 76 5 37 27 76 5 25 19 76 4 30 21 76 4 23 16 76 5 62 45 76 4 47 56 81 2 38 37 76 6 42 35 81 5 45 35 81 5 19 29 77 1 46 38 76 5 29 14 81 6 27 26 81 4 56 35 81 6 44 35 81 2 31 35 81 3 70 54 76 3 7 11 76 3 54 14 81 3 63 55 81 1 38 30 76 3 55 56 76 5 37 27 76 3 56 24 76 3 14 13 76 3 24 27 79 1 30 21 76 2 35 27 81 3 54 27 81 3 27 11 76 6 20 11 81 6 17 18 76 3 13 45 76 6 18 11 81 3 45 44 76 6 11 12 76 3 44 36 76 3 11 12 77 1 21 22 76 3 12 36 79 1 22 21 76 3 36 35 76 3 30 22 76 3 35 43 76 6 60 59 76 3 43 27 77 1 21 29 76 3 27 28 76 3 22 20 76"
"Ng1h3- Pe7e6- Pd2d3- Qd8f6- Pg2g3- Bf8c5- Nb1c3- Nb8c6- Pe2e4- Pa7a6- Pf2f4- Ng8e7- Pe4e5- Pa6a5- Pe5f6x Qf6e7- Pg3g4- Qe7d8- Bc1e3- Pb7b5- Pg4g5- Nc6b4- Ph2h4- Pa5a4- Nc3a4x Bc5d4- Na4c3- Pb5a4x Pd3d4x Pa4a3- Qd1d2- Pa3b2x Bf1c4- Pe6c4x Ra1b1- Bc8a6- Nc3e4- Pf7f6- Ne4d6+ Ke8e7- Nd6e4- Qd8e7- Pd4d5- Pe6e5- Bc4a6x Ba6b7- Qd2b4x Qe7b4$ Qb4d2- Qb4d2$ Ne4d2x Ke7f7- Nd2e4- Ne7d5x Ne4f6+ Kf7g8- Nf6d5x Ne7d5x Pf4e5x Nd5e3x Bc1e3x Bb7h1x Rb1h1x Bh1f3- Re3f3x Rh8e8- Rf3e3- Re8e5x Ke1c1- Re5e3- Rc1d1- Rd8d1x Kc1d1x Re3e1+ Kd1e2- Re1e2$ Ke2f3- Kg8f7- Ph4h5- Re2a2x","15","path obstruction","Ng1h3- Pe7e6- Pd2d3- Qd8f6- Pg2g3- Bf8c5- Nb1c3- Nb8c6- Pe2e4- Pa7a6- Pf2f4- Ng8e7- Pe4e5- Pa6a5- Pe5f6x Qf6e7-","75 5 55 65 76 6 45 44 76 6 32 33 76 2 38 52 76 6 56 57 76 4 54 27 76 5 15 25 76 5 22 28 76 6 40 42 76 6 13 12 76 6 48 50 76 5 62 45 76 6 42 43 76 6 12 11 76 6 43 52 81 2 52 45 76 6 57 58 76 2 45 38 76 4 23 41 76 6 21 19 76 6 58 59 76 5 28 18 76 6 64 66 76 6 11 10 76 5 25 10 81 4 27 34 76 5 10 25 76 6 19 10 81 6 33 34 81 6 10 9 76 2 31 32 76 6 9 16 81 4 47 26 76 6 44 26 81 3 7 15 76 4 30 12 76 5 25 42 76 6 53 52 76 5 42 36 77 1 46 45 76 5 36 42 76 2 38 45 76 6 34 35 76 6 44 43 76 4 26 12 81 4 12 21 76 2 32 18 81 2 45 18 79 2 18 32 76 2 18 32 79 5 42 32 81 1 45 53 76 5 32 42 76 5 45 35 81 5 42 52 77 1 53 62 76 5 52 35 81 5 45 35 81 6 50 43 81 5 35 41 81 4 23 41 81 4 21 63 81 3 15 63 81 4 63 49 76 3 41 49 81 3 70 46 76 3 49 41 76 3 46 43 81 1 39 23 76 3 43 41 76 3 23 31 76 3 38 31 81 1 23 31 81 3 41 39 77 1 31 40 76 3 39 40 79 1 40 49 76 1 62 53 76 6 66 67 76 3 40 8 81"
"Pf2f3- Pf7f5- Pa2a4- Pe7e5- Ph2h4- Pf5f4- Pe2e4- Ng8e7- Pc2c4- Pd7d5- Nb1c3- Pd5c4x Qd1c2- Pf7f5- Pe4f5x Bf8e7- Pf3f4x Qd8d7- Qc2a4- Be7b4- Pg2g3- Pc7c6- Bf1g2- Qd7e8- Pf2f3- Ke8g8- Pd2d3- Bb4c3$ Ke1d1- Nb8d7- Bc1d2- Qe8f8- Pb2c3x Nd7e5- Pd3d4- Pe5d4x Bd2c3x Ne5f3$ Kd1d2- Nf3e5- Pf4f5x Qf8f5x Ng1h3- Qf5g4- Rh1f1- Qg4h4x Rf1d1- Qh4g5- Nh3g5x Qg5g2x Nc3e2- Qg2h2+ Kd2d3- Qh2h5+ Kd3e4- Ne5c4x Bc3g7x Rf8f7- Ra1f1- Rf7g7x Bg7d4x Bc8f5- Bd4e5+ Kg8g7- Pf5f6- Bf5h3- Be5d6+ Pb7b6- Pf6f7+ Kg7f6- Rf1f7+ Kf6f7x Rd1d7+ Kf7e8- Rd7c7+ Ke8f8- Rc7c6x Bh3d7- Rc6c5- Bd7e8-","13","pseudolegal","Pf2f3- Pf7f5- Pa2a4- Pe7e5- Ph2h4- Pf5f4- Pe2e4- Ng8e7- Pc2c4- Pd7d5- Nb1c3- Pd5c4x Qd1c2- Pf7f5-","75 6 48 49 76 6 53 51 76 6 8 10 76 6 45 43 76 6 64 66 76 6 51 50 76 6 40 42 76 5 62 45 76 6 24 26 76 6 37 35 76 5 15 25 76 6 35 26 81 2 31 24 76 6 53 51 76 6 42 51 81 4 54 45 76 6 49 50 81 2 38 37 76 2 24 10 76 4 45 18 76 6 56 57 76 6 29 28 76 4 47 56 76 2 37 46 76 6 48 49 76 1 46 62 76 6 32 33 76 4 18 25 79 1 39 31 76 5 22 37 76 4 23 32 76 2 46 54 76 6 16 25 81 5 37 43 76 6 33 34 76 6 43 34 81 4 32 25 81 5 43 49 79 1 31 32 76 5 49 43 76 6 50 51 81 2 54 51 81 5 55 65 76 2 51 58 76 3 63 47 76 2 58 66 81 3 47 31 76 2 66 59 76 5 65 59 81 2 59 56 81 5 25 40 76 2 56 64 77 1 32 33 76 2 64 67 77 1 33 42 76 5 43 26 81 4 25 61 81 3 54 53 76 3 7 47 76 3 53 61 81 4 61 34 81 4 30 51 76 4 34 43 77 1 62 61 76 6 51 52 76 4 51 65 76 4 43 36 77 6 21 20 76 6 52 53 77 1 61 52 76 3 47 53 77 1 52 53 81 3 31 37 77 1 53 46 76 3 37 29 77 1 46 54 76 3 29 28 81 4 65 37 76 3 28 27 76 4 37 46 76"
"Pa2a4- Pb7b6- Pd2d4- Pe7e6- Pe2e3- Bc8b7- Nb1c3- Qd8e7- Ke1e2- Ke8c8- Pc2c4- Pb6b5- Bf1d3- Pb5b4- Pb2b3- Pb4c3x Ng1f3- Bf8b4- Nf3d2- Pc3d2$ Qd1d2x Nb8c6- Ke2d1- Ng8f6- Ra1d1- Nf6g4- Nd2f3- Ng4e3x Nf3d2- Ne3d1x Kd1d2- Nd1c3- Rh1d1- Rd8b8- Kd2d1- Nc3d1x Nd2d1x Pd7d5- Nd1b2- Nc6d4x Pe3d4x Pd5c4x Rd1d4x Nd1e3- Rd4d2- Pf7f6- Nb2a4- Rh8e8- Na4c3- Pc4c3x Nc3d1- Pe6e5- Nd1c3x Re8e4- Nc3e4x Bb7e4x Rd2d3- Be4d3x Pg2g4- Pf6f5- Pg4f5x Be4f5x Kd1d2- Bf5d3x Pf2f3- Bd3e2- Rd4d3- Be2f1- Kd2d1- Bf1d3x Kd1c2- Bd3e4- Kc2d3- Be4f5+ Kd3d4- Rb8c8- Pf3f4- Rc8c2- Rd3c2x Pg7g6-","9","pseudolegal","Pa2a4- Pb7b6- Pd2d4- Pe7e6- Pe2e3- Bc8b7- Nb1c3- Qd8e7- Ke1e2- Ke8c8-","75 6 8 10 76 6 21 20 76 6 32 34 76 6 45 44 76 6 40 41 76 4 30 21 76 5 15 25 76 2 38 45 76 1 39 40 76 1 46 30 76 6 24 26 76 6 20 19 76 4 47 33 76 6 19 18 76 6 16 17 76 6 18 25 81 5 55 49 76 4 54 18 76 5 49 32 76 6 25 32 79 2 31 32 81 5 22 28 76 1 40 31 76 5 62 52 76 3 7 31 76 5 52 58 76 5 32 49 76 5 58 41 81 5 49 32 76 5 41 31 81 1 31 32 76 5 31 25 76 3 63 31 76 3 38 22 76 1 32 31 76 5 25 31 81 5 32 31 81 6 37 35 76 5 31 16 76 5 28 34 81 6 41 34 81 6 35 26 81 3 31 34 81 5 31 41 76 3 34 32 76 6 53 52 76 5 16 10 76 3 70 46 76 5 10 25 76 6 26 25 81 5 25 31 76 6 44 43 76 5 31 25 81 3 46 42 76 5 25 42 81 4 21 42 81 3 32 33 76 4 42 33 81 6 56 58 76 6 52 51 76 6 58 51 81 4 42 51 81 1 31 32 76 4 51 33 81 6 48 49 76 4 33 40 76 3 34 33 76 4 40 47 76 1 32 31 76 4 47 33 81 1 31 24 76 4 33 42 76 1 24 33 76 4 42 51 77 1 33 34 76 3 22 30 76 6 49 50 76 3 30 24 76 3 33 24 81 6 61 60 76"
