"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pf2f4 Pe7e5 Pf4e5 Kg8h6 Pe2e4 Bf8d6 Pd2d4 Bd6e7 Ng1f3 Pd7d5 Nb1c3 Pd5e4 Bf1b5 Pc7c6 Bb5c6 Nb8c6 Pd4d5 Nc6e5 Nf3e5 Pe4d5 Nc3d5 Be7d6 Ne5c4 Pb7b5 Nc4d6 Qd8d6 Pb2b4 Pa7a5 Bc1b2 Pa5b4 Bb2e5 Qd6b4 Be5b2 Qb4e7 Ra1c1 Pf7f6 Pg2g3 Bc8a6 Rc1c6 Ra8c8 Rc6a6 Rc8a8 Ra6a8 Ke8f7 Ra8a7 Kf7g8 Ra7c7 Rf8c8 Rc7c8 Qe7d8 Rc8d8 Ra8d8 Bb2f6 Kg8f7 Bf6d4 Ng1f3 Bd4e3 Nf3h2 Ke1f2 Nh2g4 Kf2f3 Ng4e5 Kf3f4 Ne5d7 Be3d4 Pg7g5 Kf4g5 Ph7h6 Kg5h4 Pb5b4 Nd5b4 Nd7f6 Pc2c4 Kf7e6 Nb4c2 Nf6d5 Nc2d4 Ke6d6 Nd4c6 Kd6c6","19","piece logic","Pf2f4 Pe7e5 Pf4e5 Kg8h6 Pe2e4 Bf8d6 Pd2d4 Bd6e7 Ng1f3 Pd7d5 Nb1c3 Pd5e4 Bf1b5 Pc7c6 Bb5c6 Nb8c6 Pd4d5 Nc6e5 Nf3e5 Pe4d5","75 6 48 50 6 45 43 6 50 43 1 62 68 6 40 42 4 54 36 6 32 34 4 36 45 5 55 49 6 37 35 5 15 25 6 35 42 4 47 19 6 29 28 4 19 28 5 22 28 6 34 35 5 28 43 5 49 43 6 42 35 5 25 35 4 45 36 5 43 26 6 21 19 5 26 36 2 38 36 6 16 18 6 13 11 4 23 16 6 11 18 4 16 43 2 36 18 4 43 16 2 18 45 3 7 23 6 53 52 6 56 57 4 30 12 3 23 28 3 14 30 3 28 12 3 30 14 3 12 14 1 46 53 3 14 13 1 53 62 3 13 29 3 54 30 3 29 30 2 45 38 3 30 38 3 14 38 4 16 52 1 62 53 4 52 34 5 55 49 4 34 41 5 49 64 1 39 48 5 64 58 1 48 49 5 58 43 1 49 50 5 43 37 4 41 34 6 61 59 1 50 59 6 69 68 1 59 66 6 19 18 5 35 18 5 37 52 6 24 26 1 53 44 5 18 24 5 52 35 5 24 34 1 44 36 5 34 28 1 36 28"
"Pd2d4 Ph7h6 Pf2f3 Pg7g5 Bc1g5 Pf7f6 Bg5h4 Pd7d6 Bh4g3 Bc8e6 Pe2e3 Nb8c6 Bf1b5 Nc6a5 Bb5a4 Na5c6 Ph2h4 Pb7b6 Pb2b4 Be6d7 Bg3h2 Nc6b8 Ba4c2 Bd7c6 Bc2a4 Pa7a6 Ba4c6 Nb8c6 Ng1e2 Nc6b4 Ne2g3 Nb4c2 Qd1c2 Bf8g7 Pa2a3 Ra8c8 Qc2d3 Pd6d5 Ra1c1 Rc8c1 Bb2c1 Qd8b8 Qd3a6 Qb8c1 Qa6d3 Qc1b1 Ke1e2 Qb1a2 Qd3a6 Ke8d7 Qa6b7 Kd7e8 Qb7e7 Ke8e7 Pf3f4 Ke7d6 Pg2g3 Rh8c8 Pg3g4 Kd6d7 Pg4g5 Ph6g5 Ph4g5 Pf6g5 Ng3h5 Pg5f4 Pe3f4 Rc8c3 Nh5g7 Kd7c6 Ng7h5 Rc8h8 Nh5g3 Kc6b7 Rh1h7 Rh8h7 Pa3a4 Kb7c6 Pa4a5 Rh7h2","13","pseudolegal","Pd2d4 Ph7h6 Pf2f3 Pg7g5 Bc1g5 Pf7f6 Bg5h4 Pd7d6 Bh4g3 Bc8e6 Pe2e3 Nb8c6 Bf1b5 Nc6a5","75 6 32 34 6 69 68 6 48 49 6 61 59 4 23 59 6 53 52 4 59 66 6 37 36 4 66 57 4 30 44 6 40 41 5 22 28 4 47 19 5 28 11 4 19 10 5 11 28 6 64 66 6 21 20 6 16 18 4 44 37 4 57 64 5 28 22 4 10 24 4 37 28 4 24 10 6 13 12 4 10 28 5 22 28 5 55 40 5 28 18 5 40 57 5 18 24 2 31 24 4 54 61 6 8 9 3 14 30 2 24 33 6 36 35 3 7 23 3 30 23 4 16 23 2 38 22 2 33 12 2 22 23 2 12 33 2 23 15 1 39 40 2 15 8 2 33 12 1 46 37 2 12 21 1 37 46 2 21 45 1 46 45 6 49 50 1 45 36 6 56 57 3 70 30 6 57 58 1 36 37 6 58 59 6 68 59 6 66 59 6 52 59 5 57 67 6 59 50 6 41 50 3 30 25 5 67 61 1 37 28 5 61 67 3 30 70 5 67 57 1 28 21 3 63 69 3 70 69 6 9 10 1 21 28 6 10 11 3 69 64"
"Pe2e3 Pe7e5 Ng1f3 Nb8c6 Pb2b4 Bf8b4 Nb1c3 Ng8f6 Pa2a3 Bb4c3 Pd2c3 Pe5e4 Nf3g5 Pe4e3 Bf1c4 Ph7h6 Ng5f7 Ke8f7 Bc4f7 Kf7f8 Pc3c4 Nc6e5 Pc4c5 Ne5f7 Pc5c6 Kf8f7 Pc6b7 Bc8b7 Pc2c4 Bb7a6 Pc4c5 Ba6c4 Pc5c6 Bc4e6 Bc1b2 Pd7d5 Pf2f3 Be6f5 Ph2h3 Pd5d4 Pe3d4 Pc7c5 Bb2c3 Kf7g6 Bc3b2 Bf5d3 Pd4d5 Bd3e2 Bb2g7 Be2d1 Ra1d1 Qd8d5 Bg7h8 Pc5c4 Pa3a4 Pc4c3 Bh8b2 Pc3b2 Ke1e2 Qd5d4 Bb2d4 Bf5d3 Ke2f2 Bd3c2 Rd1c1 Bc2a4 Rc1c4 Ra8e8 Rc4c7 Nf6d5 Rc7a7 Re8e2 Kf2f1 Re2a2 Ra7a4 Ra2a4 Kf1e1 Ra4a1 Ke1f2 Nd5e3","13","path obstruction","Pe2e3 Pe7e5 Ng1f3 Nb8c6 Pb2b4 Bf8b4 Nb1c3 Ng8f6 Pa2a3 Bb4c3 Pd2c3 Pe5e4 Nf3g5 Pe4e3","75 6 40 41 6 45 43 5 55 49 5 22 28 6 16 18 4 54 18 5 15 25 5 62 52 6 8 9 4 18 25 6 32 25 6 43 42 5 49 59 6 42 41 4 47 26 6 69 68 5 59 53 1 46 53 4 26 53 1 53 54 6 25 26 5 28 43 6 26 27 5 43 53 6 27 28 1 54 53 6 28 21 4 30 21 6 24 26 4 21 12 6 26 27 4 12 26 6 27 28 4 26 44 4 23 16 6 37 35 6 48 49 4 44 51 6 64 65 6 35 34 6 41 34 6 29 27 4 16 25 1 53 60 4 25 16 4 51 33 6 34 35 4 33 40 4 16 61 4 40 31 3 7 31 2 38 35 4 61 70 6 27 26 6 9 10 6 26 25 4 70 16 6 25 16 1 39 40 2 35 34 4 16 34 4 51 33 1 40 48 4 33 24 3 31 23 4 24 10 3 23 26 3 14 46 3 26 29 5 52 35 3 29 13 3 46 40 1 48 47 3 40 8 3 13 10 3 8 10 1 47 39 3 10 7 1 39 48 5 35 41"
"Pe2e4 Pe7e6 Ph2h4 Pd7d5 Pe4e5 Bf8e7 Ng1h3 Ph7h6 Pd2d4 Bc8d7 Nb1c3 Pc7c6 Nc3e2 Nb8a6 Pg2g4 Pb7b5 Bf1g2 Pb5b4 Ne2g3 Na6c7 Pg4g5 Ph6h5 Pg5g6 Pf7g6 Bg2f3 Rh8h4 Bc1e3 Rh4f3 Qd1f3 Nc7b5 Ng3h5 Pg6h5 Qf3h5 Ra8b8 Ke1c1 Rb8c8 Rd1d3 Rc8b8 Qh5f7 Ng8f6 Ne4f6 Pg7f6 Qf7h5 Rb8c8 Kc1b1 Rc8c7 Qh5h7 Bd7e8 Qh7g7 Ke8f8 Qg7h8 Kf8g7 Qh8h6 Kg7g6 Qh6h5 Kg6h5 Pf2f3 Rc7d7 Pe5f6 Be7f6 Rd3g3 Bf6e7 Be3g5 Be7g5 Rg3g5 Qd8g5 Kb1c1 Rc8d8 Pb2b3 Kh5h6 Rh1g1 Rd8g8 Rg1g8 Qg5g8 Rg8g5 Kh6f4 Rg5e5 Kf4e4 Kc1d1 Pa7a6","25","path obstruction","Pe2e4 Pe7e6 Ph2h4 Pd7d5 Pe4e5 Bf8e7 Ng1h3 Ph7h6 Pd2d4 Bc8d7 Nb1c3 Pc7c6 Nc3e2 Nb8a6 Pg2g4 Pb7b5 Bf1g2 Pb5b4 Ne2g3 Na6c7 Pg4g5 Ph6h5 Pg5g6 Pf7g6 Bg2f3 Rh8h4","75 6 40 42 6 45 44 6 64 66 6 37 35 6 42 43 4 54 45 5 55 65 6 69 68 6 32 34 4 30 37 5 15 25 6 29 28 5 25 40 5 22 12 6 56 58 6 21 19 4 47 56 6 19 18 5 40 57 5 12 29 6 58 59 6 68 67 6 59 60 6 53 60 4 56 49 3 70 66 4 23 41 3 66 49 2 31 49 5 29 19 5 57 67 6 60 67 2 49 67 3 14 22 1 39 23 3 22 30 3 31 33 3 30 22 2 67 53 5 62 52 5 42 52 6 61 52 2 53 67 3 22 30 1 23 15 3 30 29 2 67 69 4 37 46 2 69 61 1 46 54 2 61 70 1 54 61 2 70 68 1 61 60 2 68 67 1 60 67 6 48 49 3 29 37 6 43 52 4 45 52 3 33 57 4 52 45 4 41 59 4 45 59 3 57 59 2 38 59 1 15 23 3 30 38 6 16 17 1 67 68 3 63 55 3 38 62 3 55 62 2 59 62 3 62 59 1 68 50 3 59 43 1 50 42 1 23 31 6 13 12"
"Pe2e4 Pe7e6 Qd1h5 Qd8e7 Pc2c3 Pd7d6 Ng1f3 Nb8c6 Nb1a3 Nc6a5 Pb2b4 Na5c4 Pb4b5 Nc4b6 Pc3c4 Pa7a5 Pa2a4 Nb6c4 Na3c4 Pe6e5 Qh5g4 Pd6d5 Nf3g5 Qe7g5 Bc1g5 Pd5e4 Bf1c4 Ra8b8 Pb5b6 Pc7b6 Bc4b5 Bc8g4 Ph2h3 Bg4d7 Bg5e3 Rb8b7 Be3c5 Bd7g4 Ph3g4 Ng8f6 Ke1g1 Nf6g4 Rf1d1 Ng4e5 Pf2f4 Ne5c4 Pd2d3 Nc4e3 Ra1a3 Ne3d1 Ra3d3 Nd1f2 Rd3d2 Ke8d7 Rd2f2 Rb7b1 Kg1h2 Bf8a3 Bc5f2 Rh8e8 Rf2e2 Rb1b2 Bb5a6 Rb2e2 Ba6e2 Kd7c7 Bf2h4 Re8e2 Ra3a5 Re2g2 Kh2g2 Ba3c1 Pf4f5 Kc7d7 Ra5b5 Bc1f4 Kg2f2 Kd7d8 Pf5f6 Bf4h6","16","path obstruction","Pe2e4 Pe7e6 Qd1h5 Qd8e7 Pc2c3 Pd7d6 Ng1f3 Nb8c6 Nb1a3 Nc6a5 Pb2b4 Na5c4 Pb4b5 Nc4b6 Pc3c4 Pa7a5 Pa2a4","75 6 40 42 6 45 44 2 31 67 2 38 45 6 24 25 6 37 36 5 55 49 5 22 28 5 15 9 5 28 11 6 16 18 5 11 26 6 18 19 5 26 20 6 25 26 6 13 11 6 8 10 5 20 26 5 9 26 6 44 43 2 67 58 6 36 35 5 49 59 2 45 59 4 23 59 6 35 42 4 47 26 3 14 22 6 19 20 6 29 20 4 26 19 4 30 58 6 64 65 4 58 37 4 59 41 3 22 21 4 41 27 4 37 58 6 65 58 5 62 52 1 39 55 5 52 58 3 47 31 5 58 43 6 48 50 5 43 26 6 32 33 5 26 41 3 7 9 5 41 31 3 9 33 5 31 48 3 33 32 1 46 37 3 32 48 3 21 15 1 55 64 4 54 9 4 27 48 3 70 46 3 48 40 3 15 16 4 19 12 3 16 40 4 12 40 1 37 29 4 48 66 3 46 40 3 9 11 3 40 56 1 64 56 4 9 23 6 50 51 1 29 37 3 11 19 4 23 50 1 56 48 1 37 38 6 51 52 4 50 68"
"Pf2f4 Pd7d6 Pd2d4 Pg7g6 Pe2e4 Bf8g7 Nb1c3 Nb8d7 Pf4f5 Pe7e5 Pf5g6 Ph7g6 Pd4d5 Pf7g6 Ph2h4 Pc7c6 Ng1f3 Qd8e7 Bf1d3 Ng8f6 Nf3g5 Pc6d5 Pe4d5 Nd7b6 Ke1g1 Pa7a6 Pa2a3 Ra8a7 Pb2b4 Pb7b6 Rf1e1 Rh8f8 Pa3a4 Ra7d7 Ng5e6 Qe7e6 Pd5e6 Rd7d1 Re1d1 Bc8e6 Bd3g6 Ke8e7 Nc3a2 Rf8d8 Na2b4 Ke7d7 Nb4a2 Be6h3 Bc1a3 Kd7c7 Ba3c1 Pd6d5 Pg2h3 Pe5e4 Kg1g2 Bg7f8 Pc2c3 Bf8d6 Bc1b2 Nf6h5 Pc3c4 Pd5c4 Bb2c3 Bd6e5 Kg2f1 Be5c3 Na2c3 Nh5g3 Kf1g1 Ng3e2 Kg1f1 Pb6b5 Pa4b5 Pa6b5 Ra1a8 Kc7b6 Nc3e2 Pe4e3 Kf1e1 Bh3f5","13","path obstruction","Pf2f4 Pd7d6 Pd2d4 Pg7g6 Pe2e4 Bf8g7 Nb1c3 Nb8d7 Pf4f5 Pe7e5 Pf5g6 Ph7g6 Pd4d5 Pf7g6","75 6 48 50 6 37 36 6 32 34 6 61 60 6 40 42 4 54 61 5 15 25 5 22 37 6 50 51 6 45 43 6 51 60 6 69 60 6 34 35 6 53 60 6 64 66 6 29 28 5 55 49 2 38 45 4 47 33 5 62 52 5 49 59 6 28 35 6 42 35 5 37 20 1 39 55 6 13 12 6 8 9 3 14 13 6 16 18 6 21 20 3 47 39 3 70 54 6 9 10 3 13 37 5 59 44 2 45 44 6 35 44 3 37 31 3 39 31 4 30 44 4 33 60 1 46 45 5 25 8 3 54 38 5 8 18 1 45 37 5 18 8 4 44 65 4 23 9 1 37 29 4 9 23 6 36 35 6 56 65 6 43 42 1 55 56 4 61 54 6 24 25 4 54 36 4 23 16 5 52 67 6 25 26 6 35 26 4 16 25 4 36 43 1 56 47 4 43 25 5 8 25 5 67 57 1 47 55 5 57 40 1 55 47 6 20 19 6 10 19 6 12 19 3 7 14 1 29 20 5 25 40 6 42 41 1 47 39 4 65 51"
"Pe2e4 Pg7g6 Nb1c3 Pc7c6 Ng1f3 Pe7e6 Pd2d4 Pd7d5 Pe4e5 Ng8e7 Bc1f4 Ne7f5 Bf1d3 Bf8e7 Ke1g1 Ke8g8 Pg2g4 Nf5h4 Ph2h4 Ph7h5 Pg4g5 Nb8d7 Pg5g6 Pf7g6 Nf3g5 Be7g5 Ph4g5 Qd8g5 Bf4g5 Nd7e5 Nc3e2 Pe6e5 Bd3g6 Rf8f7 Bg6h5 Rf7f8 Ne2f4 Pe5f4 Bh5g4 Bc8g4 Qd1d2 Pf4f3 Bg5f6 Rf8f6 Rf1f4 Bg4f3 Qd2g5 Rf6f4 Qg5f4 Bf3e2 Qf4f2 Be2g4 Ra1e1 Ra8f8 Re1e7 Rf8f2 Kg1h2 Rf2f2 Kh2g1 Rf2f4 Kg1f2 Rf4e4 Re1d1 Re4h4 Rd1d6 Rh4f4 Rd6c6 Rf4f2 Kf2f3 Rf2c2 Kf3f4 Rc2b2 Rc6c7 Pb7b6 Kf4e5 Rb2c2 Rc7b7 Rc2c3 Ke5d6 Rc3e3","18","path obstruction","Pe2e4 Pg7g6 Nb1c3 Pc7c6 Ng1f3 Pe7e6 Pd2d4 Pd7d5 Pe4e5 Ng8e7 Bc1f4 Ne7f5 Bf1d3 Bf8e7 Ke1g1 Ke8g8 Pg2g4 Nf5h4 Ph2h4","75 6 40 42 6 61 60 5 15 25 6 29 28 5 55 49 6 45 44 6 32 34 6 37 35 6 42 43 5 62 45 4 23 50 5 45 51 4 47 33 4 54 45 1 39 55 1 46 62 6 56 58 5 51 66 6 64 66 6 69 67 6 58 59 5 22 37 6 59 60 6 53 60 5 49 59 4 45 59 6 66 59 2 38 59 4 50 59 5 37 43 5 25 40 6 44 43 4 33 60 3 54 53 4 60 67 3 53 54 5 40 50 6 43 50 4 67 58 4 30 58 2 31 32 6 50 49 4 59 52 3 54 52 3 47 50 4 58 49 2 32 59 3 52 50 2 59 50 4 49 40 2 50 48 4 40 58 3 7 39 3 14 54 3 39 45 3 54 48 1 55 64 3 48 48 1 64 55 3 48 50 1 55 48 3 50 42 3 39 31 3 42 66 3 31 36 3 66 50 3 36 28 3 50 48 1 48 49 3 48 24 1 49 50 3 24 16 3 28 29 6 21 20 1 50 43 3 16 24 3 29 21 3 24 25 1 43 36 3 25 41"
"Nd1e3 Pf7f6 Pc2c4 Pc7c6 Qd1a4 Pd7d6 Pc4c5 Pd6c5 Pc5c6 Pb7c6 Qa4c6 Ke8f7 Qc6e4 Kf7e6 Qe4f4 Ke6d7 Qf4f3 Pe7e6 Qf3g3 Pg7g6 Qg3g6 Ph7g6 Ph2h4 Ng8h6 Ph4h5 Pg6h5 Rh1h5 Nh6f7 Pg2g4 Pf6f5 Rh5h8 Nf7h8 Pg4f5 Bc8b7 Pb2b4 Bf8h6 Pb4b5 Bb7c8 Pb5b6 Pa7b6 Pa2a4 Pb6b5 Pa4b5 Bc8a6 Pb5a6 Nb8a6 Pa4a5 Bh6c1 Pf2f3 Bc1b2 Ra1a6 Bb2c3 Ke1d1 Bc3a5 Kd1e1 Ba5d8 Ra6a5 Nh8f7 Ra5b5 Nf7d6 Rb5b8 Ra8b8 Pf3f4 Nd6c4 Ke1d1 Nc4a3 Ng1h3 Qd8b8 Kd1c2 Na3b1 Kc2b1 Rb8c8 Kb1c1 Rc8c1 Kc1b1 Rc1d1 Kb1a2 Rd1d2 Ka2b3 Qb8a8","0","pseudolegal","Nd1e3","75 5 31 41 6 53 52 6 24 26 6 29 28 2 31 10 6 37 36 6 26 27 6 36 27 6 27 28 6 21 28 2 10 28 1 46 53 2 28 42 1 53 44 2 42 50 1 44 37 2 50 49 6 45 44 2 49 57 6 61 60 2 57 60 6 69 60 6 64 66 5 62 68 6 66 67 6 60 67 3 63 67 5 68 53 6 56 58 6 52 51 3 67 70 5 53 70 6 58 51 4 30 21 6 16 18 4 54 68 6 18 19 4 21 30 6 19 20 6 13 20 6 8 10 6 20 19 6 10 19 4 30 12 6 19 12 5 22 12 6 10 11 4 68 23 6 48 49 4 23 16 3 7 12 4 16 25 1 39 31 4 25 11 1 31 39 4 11 38 3 12 11 5 70 53 3 11 19 5 53 36 3 19 22 3 14 22 6 49 50 5 36 26 1 39 31 5 26 9 5 55 65 2 38 22 1 31 24 5 9 15 1 24 15 3 22 30 1 15 23 3 30 23 1 23 15 3 23 31 1 15 8 3 31 32 1 8 17 2 22 14"
"Ph2h3 Pe7e5 Pa2a3 Pd7d5 Pa3a4 Pd5d4 Pb2b3 Pb7b6 Pe2e4 Ph7h6 Pf2f3 Bc8b7 Pd2d3 Pg7g5 Pg2g3 Pg5g4 Pf3g4 Qd8f6 Qd1e2 Qf6a6 Qe2f2 Qa6e6 Nb1a3 Qe6a6 Pg4g5 Ph6g5 Pg5g6 Pf7g6 Pd3d4 Pe5d4 Pe4e5 Bb7h1 Qf2f8 Ke8f8 Bc1g5 Bh1d5 Ng1e2 Bd5b3 Ra1a2 Qa6c6 Pc2b3 Qc6h1 Ra2c2 Qh1h2 Ke1d2 Qh2h6 Ne2g1 Qh6g5 Kd2c1 Bb3e6 Rc2c6 Ng8e7 Rc6b6 Ne7c6 Rb6c6 Qg5g1 Bg5c1 Nb8d7 Bc1e3 Be6h3 Be3f2 Qg1h1 Bf2h4 Bh3g4 Bf1e2 Bg4e2 Kc1b1 Qh1h4 Pg3h4 Rh8h4 Kb1b2 Rh4h1 Kb2b3 Rh1b1 Kb3c4 Rb1c1 Kc4d5 Rc1d1 Pe5e6 Nd7f6","19","path obstruction","Ph2h3 Pe7e5 Pa2a3 Pd7d5 Pa3a4 Pd5d4 Pb2b3 Pb7b6 Pe2e4 Ph7h6 Pf2f3 Bc8b7 Pd2d3 Pg7g5 Pg2g3 Pg5g4 Pf3g4 Qd8f6 Qd1e2 Qf6a6","75 6 64 65 6 45 43 6 8 9 6 37 35 6 9 10 6 35 34 6 16 17 6 21 20 6 40 42 6 69 68 6 48 49 4 30 21 6 32 33 6 61 59 6 56 57 6 59 58 6 49 58 2 38 52 2 31 40 2 52 12 2 40 48 2 12 44 5 15 9 2 44 12 6 58 59 6 68 59 6 59 60 6 53 60 6 33 34 6 43 34 6 42 43 4 21 63 2 48 54 1 46 54 4 23 59 4 63 35 5 55 40 4 35 17 3 7 8 2 12 28 6 24 17 2 28 63 3 8 24 2 63 64 1 39 32 2 64 68 5 40 55 2 68 59 1 32 23 4 17 44 3 24 28 5 62 45 3 28 20 5 45 28 3 20 28 2 59 55 4 59 23 5 22 37 4 23 41 4 44 65 4 41 48 2 55 63 4 48 66 4 65 58 4 47 40 4 58 40 1 23 15 2 63 66 6 57 66 3 70 66 1 15 16 3 66 63 1 16 17 3 63 15 1 17 26 3 15 23 1 26 35 3 23 31 6 43 44 5 37 52"
"Ph2h3 Pd7d6 Ph3h4 Pg7g6 Ng1f3 Bf8g7 Pc2c3 Nb8d7 Pg2g3 Ke8f8 Bf1g2 Pc7c6 Qd1c2 Nd7c5 Pd2d3 Ng8f6 Bc1g5 Ph7h6 Bg5f6 Bg7f6 Pd3d4 Nc5e6 Pd4d5 Pc6d5 Nb1d2 Ra8b8 Nf3d4 Bf6d4 Pc3d4 Ne6d4 Rh1h2 Nd4c2 Ke1d1 Nc2a1 Kd1e1 Qd8b6 Nd2b3 Qb6b3 Pa2b3 Bc8f5 Pe2e4 Bf5e6 Pe4d5 Be6d5 Rh2h4 Pf7f5 Rh4h6 Kf8g7 Rh6e6 Kg7e6 Rh2g2 Ke6f6 Rg2h2 Pe7e5 Rh2e2 Pe5e4 Re2e3 Pf5f4 Re3a3 Kf6f5 Ra3a5 Bd5b3 Ra5a7 Pe4e3 Ra7b7 Rb8b7 Rb8b3 Pe3f2 Rb3b1 Rh8c8 Pf2f4 Rb7b6 Ke1f2 Rb6b5 Kf2e2 Rb5b2 Ke2e3 Rb2b1 Ke3f4 Rb1f1","44","path obstruction","Ph2h3 Pd7d6 Ph3h4 Pg7g6 Ng1f3 Bf8g7 Pc2c3 Nb8d7 Pg2g3 Ke8f8 Bf1g2 Pc7c6 Qd1c2 Nd7c5 Pd2d3 Ng8f6 Bc1g5 Ph7h6 Bg5f6 Bg7f6 Pd3d4 Nc5e6 Pd4d5 Pc6d5 Nb1d2 Ra8b8 Nf3d4 Bf6d4 Pc3d4 Ne6d4 Rh1h2 Nd4c2 Ke1d1 Nc2a1 Kd1e1 Qd8b6 Nd2b3 Qb6b3 Pa2b3 Bc8f5 Pe2e4 Bf5e6 Pe4d5 Be6d5 Rh2h4","75 6 64 65 6 37 36 6 65 66 6 61 60 5 55 49 4 54 61 6 24 25 5 22 37 6 56 57 1 46 54 4 47 56 6 29 28 2 31 24 5 37 27 6 32 33 5 62 52 4 23 59 6 69 68 4 59 52 4 61 52 6 33 34 5 27 44 6 34 35 6 28 35 5 15 32 3 14 22 5 49 34 4 52 34 6 25 34 5 44 34 3 63 64 5 34 24 1 39 31 5 24 7 1 31 39 2 38 20 5 32 17 2 20 17 6 8 17 4 30 51 6 40 42 4 51 44 6 42 35 4 44 35 3 64 66 6 53 51 3 66 68 1 54 61 3 68 44 1 61 44 3 64 56 1 44 52 3 56 64 6 45 43 3 64 40 6 43 42 3 40 41 6 51 50 3 41 9 1 52 51 3 9 11 4 35 17 3 11 13 6 42 41 3 13 21 3 22 21 3 22 17 6 41 48 3 17 15 3 70 30 6 48 50 3 21 20 1 39 48 3 20 19 1 48 40 3 19 16 1 40 41 3 16 15 1 41 50 3 15 47"
"Pe2e4 Pg7g6 Nb1c3 Pc7c5 Ng1f3 Pe7e6 Pd2d4 Pc5d4 Nf3d4 Nb8c6 Nd4b3 Pb7b6 Pa2a4 Bc8b7 Bf1c4 Ng8f6 Pf2f3 Bf8g7 Pg2g4 Pa7a6 Pc2c3 Pb6b5 Pa4b5 Pa6b5 Ra1a8 Qd8a8 Pc3c4 Qa8a1 Ke1e2 Qa1h8 Pc4b5 Qh8d4 Ke2e1 Qd4c4 Bc1d2 Qc4b5 Nb3c5 Qb5c5 Qd1c1 Qc5d6 Pb2b3 Qd6c5 Ke1d1 Nc6e5 Bd2c3 Qc5b6 Rh1g1 Qb6b3 Kd1c2 Qb3c3 Qc1c3 Ne5d3 Qc3d3 Bb7f3 Kc2d2 Nd3b4 Qd3c3 Bf3e4 Qc3b4 Bg7c3 Kd2c3 Ph7h5 Qb4b5 Ke8e7 Qb5b6 Ke7f8 Qb6b2 Ph5g4 Qb2d4 Pg4f3 Qd4h8 Kf8e7 Qh8d4 Ke7f8 Qd4f6 Kf8g8 Qf6f4 Be4f3 Kc3d4 Kg8h7","20","path obstruction","Pe2e4 Pg7g6 Nb1c3 Pc7c5 Ng1f3 Pe7e6 Pd2d4 Pc5d4 Nf3d4 Nb8c6 Nd4b3 Pb7b6 Pa2a4 Bc8b7 Bf1c4 Ng8f6 Pf2f3 Bf8g7 Pg2g4 Pa7a6 Pc2c3","75 6 40 42 6 61 60 5 15 25 6 29 27 5 55 49 6 45 44 6 32 34 6 27 34 5 49 34 5 22 28 5 34 17 6 21 20 6 8 10 4 30 21 4 47 26 5 62 52 6 48 49 4 54 61 6 56 58 6 13 12 6 24 25 6 20 19 6 10 19 6 12 19 3 7 14 2 38 14 6 25 26 2 14 7 1 39 40 2 7 70 6 26 19 2 70 34 1 40 39 2 34 26 4 23 32 2 26 19 5 17 27 2 19 27 2 31 23 2 27 36 6 16 17 2 36 27 1 39 31 5 28 43 4 32 25 2 27 20 3 63 55 2 20 17 1 31 24 2 17 25 2 23 25 5 43 33 2 25 33 4 21 49 1 24 32 5 33 18 2 33 25 4 49 42 2 25 18 4 61 25 1 32 25 6 69 67 2 18 19 1 46 45 2 19 20 1 45 54 2 20 16 6 67 58 2 16 34 6 58 49 2 34 70 1 54 45 2 70 34 1 45 54 2 34 52 1 54 62 2 52 50 4 42 49 1 25 34 1 62 69"
